Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Percentage,Royalty Recouped Amount,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present
1,BluePineFoods,1,1,20-Dec-21,4-Feb-22,20-Dec-21,Badlegi Business Ki Tasveer,Rannvijay Singh,Food and Beverage,Frozen Momos,https://bluepinefoods.com/,2016.0,3.0,2.0,1.0,,0.0,Middle,Delhi,Delhi,95.0,8.0,,,,,,,,,50.0,5.0,1000.0,1,1.0,75.0,16.0,,,469.0,3.0,,,,,,,,25.0,5.33,,,,,25.0,5.33,,,,,,,,,,,25.0,5.33,,Ashneer Grover,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,BoozScooters,1,2,20-Dec-21,4-Feb-22,20-Dec-21,Badlegi Business Ki Tasveer,Rannvijay Singh,Vehicles/Electrical Vehicles,Renting e-bike for mobility in private spaces,https://www.boozup.net/,2017.0,1.0,1.0,,,0.0,Young,Ahmedabad,Gujarat,4.0,0.4,,,,,,,,,40.0,15.0,267.0,1,1.0,40.0,50.0,,,80.0,2.0,,,,,,,,20.0,25.0,,,,,,,,,,,,,,,,,20.0,25.0,,Ashneer Grover,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,HeartUpMySleeves,1,3,20-Dec-21,4-Feb-22,20-Dec-21,Badlegi Business Ki Tasveer,Rannvijay Singh,Beauty/Fashion,Detachable Sleeves,https://heartupmysleeves.com/,2021.0,1.0,,1.0,,0.0,Young,Delhi,Delhi,,2.0,,,,,,,,,25.0,10.0,250.0,1,1.0,25.0,30.0,,,83.0,2.0,,,,,,,,12.5,15.0,,12.5,15.0,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,TagzFoods,2,4,20-Dec-21,4-Feb-22,21-Dec-21,"Insaan, Ideas Aur Sapne",Rannvijay Singh,Food and Beverage,Healthy Potato Chips Snacks,https://tagzfoods.com/,2019.0,2.0,2.0,,,0.0,Middle,Bangalore,Karnataka,700.0,,48.0,,,,,,,,70.0,1.0,7000.0,1,1.0,70.0,2.75,,,2545.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,2.75,,Ashneer Grover,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,HeadAndHeart,2,5,20-Dec-21,4-Feb-22,21-Dec-21,"Insaan, Ideas Aur Sapne",Rannvijay Singh,Children/Education,Brain Development Course,https://thehnh.in/,2015.0,4.0,1.0,3.0,,1.0,Middle,Patiala,Punjab,30.0,,,,,,,,,,50.0,5.0,1000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,Agritourism,2,6,20-Dec-21,4-Feb-22,21-Dec-21,"Insaan, Ideas Aur Sapne",Rannvijay Singh,Agriculture,Tourism,https://www.agritourism.in/,2005.0,2.0,1.0,1.0,,1.0,Middle,Baramati,Maharashtra,79.0,,,,,,,,,,50.0,5.0,1000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,qZenseLabs,3,7,20-Dec-21,4-Feb-22,22-Dec-21,Aam Aadmi Ke Business Ideas,Rannvijay Singh,Food and Beverage,Food Freshness Detector,https://www.qzense.com/,2020.0,2.0,,2.0,,0.0,Middle,"Delhi,Mohali","Delhi,Punjab",25.0,15.0,,,,,,yes,,,100.0,0.25,40000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,Peeschute,3,8,20-Dec-21,4-Feb-22,22-Dec-21,Aam Aadmi Ke Business Ideas,Rannvijay Singh,Beauty/Fashion,Disposable Urine Bag,https://www.peeschute.com/,2019.0,1.0,1.0,,,0.0,Young,Jalna,Maharashtra,100.0,,,,,,2.0,,,,75.0,4.0,1875.0,1,1.0,75.0,6.0,,,1250.0,1.0,,,,,,,,,,,,,,75.0,6.0,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,NOCD,3,9,20-Dec-21,4-Feb-22,22-Dec-21,Aam Aadmi Ke Business Ideas,Rannvijay Singh,Food and Beverage,Energy Drink,https://www.jouleshealth.com/,2019.0,2.0,2.0,,,0.0,Middle,Bangalore,Karnataka,,20.0,,,,,,,,,50.0,2.0,2500.0,1,1.0,20.0,15.0,30.0,,133.0,1.0,yes,,,,,,,20.0,15.0,30.0,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,CosIQ,4,10,20-Dec-21,4-Feb-22,23-Dec-21,Entrepreneurship Ki Wave,Rannvijay Singh,Beauty/Fashion,Intelligent Skincare,https://mycosiq.com/,2021.0,2.0,1.0,1.0,,1.0,Middle,Delhi,Delhi,0.0,4.0,75.0,20.0,,,8.0,,,,50.0,7.5,667.0,1,1.0,50.0,25.0,,,200.0,2.0,,,,,,,,25.0,12.5,,25.0,12.5,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,JhaJiAchaar,4,11,20-Dec-21,4-Feb-22,23-Dec-21,Entrepreneurship Ki Wave,Rannvijay Singh,Food and Beverage,Pickle,https://www.jhajistore.com/,2021.0,2.0,,2.0,,0.0,Old,Darbhanga,Bihar,,5.0,18.0,,,,,,,,50.0,10.0,500.0,1,1.0,56.6,5.62,,,1007.0,2.0,,,,,28.3,2.81,,28.3,2.81,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,Bummer,4,12,20-Dec-21,4-Feb-22,23-Dec-21,Entrepreneurship Ki Wave,Rannvijay Singh,Beauty/Fashion,Underwear,https://bummer.in/,2020.0,1.0,1.0,,,0.0,Young,Ahmedabad,Gujarat,36.0,15.0,70.0,,,,,,,,75.0,4.0,1875.0,1,1.0,75.0,7.5,,,1000.0,2.0,,,,,37.5,3.75,,,,,,,,37.5,3.75,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,RevampMoto,5,13,20-Dec-21,4-Feb-22,24-Dec-21,Hunt For Interesting Business,Rannvijay Singh,Vehicles/Electrical Vehicles,E-Bike Mitra bud-e RM,https://www.revampmoto.in/,2021.0,3.0,3.0,,,0.0,Young,Nashik,Maharashtra,,0.01,,,,,,,,,100.0,1.0,10000.0,1,1.0,100.0,1.5,,,6667.0,2.0,,,,,,,,,,,50.0,0.75,,50.0,0.75,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,HungryHead,5,14,20-Dec-21,4-Feb-22,24-Dec-21,Hunt For Interesting Business,Rannvijay Singh,Food and Beverage,Restaurant serving 80 types of Maggi,http://www.hungryhead.co.in/,2013.0,2.0,2.0,,,0.0,Middle,Mumbai,Maharashtra,,5.5,,,,,80.0,,,,50.0,5.0,1000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,ShrawaniEngineers,5,15,20-Dec-21,4-Feb-22,24-Dec-21,Hunt For Interesting Business,Rannvijay Singh,Beauty/Fashion,Belly Button Shaper,https://www.shrawaniengineers.com/,2019.0,2.0,1.0,1.0,,1.0,Middle,Nagpur,Maharashtra,50.0,,,,,,,,,,20.0,10.0,200.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,SkippiIcePops,6,16,20-Dec-21,4-Feb-22,27-Dec-21,"New Week, New Ideas",Rannvijay Singh,Food and Beverage,Ice-Pops,https://skippi.in/,2021.0,2.0,1.0,1.0,,1.0,Middle,Hyderabad,Telangana,,7.5,,,,,,yes,,,45.0,5.0,900.0,1,1.0,100.0,15.0,,,667.0,5.0,,,,,20.0,3.0,,20.0,3.0,,20.0,3.0,,20.0,3.0,,,,,,,,,,,20.0,3.0,,Ashneer Grover,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,Menstrupedia,6,17,20-Dec-21,4-Feb-22,27-Dec-21,"New Week, New Ideas",Rannvijay Singh,Children/Education,Menstrual Awareness Comic,https://www.menstrupedia.com/,2012.0,2.0,1.0,1.0,,1.0,Middle,Ahmedabad,Gujarat,115.0,,27.0,,,,,,,,50.0,10.0,500.0,1,1.0,50.0,20.0,,,250.0,1.0,,,,,50.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,Hecoll,6,18,20-Dec-21,4-Feb-22,27-Dec-21,"New Week, New Ideas",Rannvijay Singh,Beauty/Fashion,Pollution Resistant Fabric - Healthy Cover For All,https://hecoll.com/,2019.0,1.0,,1.0,,0.0,Middle,Hyderabad,Telangana,107.0,,,,,,,,,,100.0,1.0,10000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,RaisingSuperstars,7,19,20-Dec-21,4-Feb-22,28-Dec-21,A Never Give Up Spirit,Rannvijay Singh,Children/Education,Child Development App,https://raisingsuperstars.com/india-page,2020.0,2.0,1.0,1.0,,1.0,Middle,Gurgaon,Haryana,1300.0,,,,,,,,,,100.0,2.0,5000.0,1,1.0,100.0,4.0,,,2500.0,2.0,,,,,,,,,,,,,,50.0,2.0,,,,,,,,,,,50.0,2.0,,Ashneer Grover,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,Torch-it,7,20,20-Dec-21,4-Feb-22,28-Dec-21,A Never Give Up Spirit,Rannvijay Singh,Children/Education,Gadgets for visually impaired people,https://mytorchit.com/,2018.0,1.0,1.0,,,0.0,Middle,Ahmedabad,Gujarat,260.0,1.0,,,,,,yes,,,75.0,1.0,7500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,Kavach,7,21,20-Dec-21,4-Feb-22,28-Dec-21,A Never Give Up Spirit,Rannvijay Singh,Children/Education,Report bullying incidents,https://antibullyingsquad.com/,2018.0,2.0,1.0,1.0,,0.0,Young,Gurgaon,Haryana,,,,,,,,,,,5.0,10.0,50.0,1,1.0,5.0,10.0,,,50.0,2.0,,,,,,,,,,,2.5,5.0,,2.5,5.0,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,LaKheerDeli,7,22,20-Dec-21,4-Feb-22,28-Dec-21,A Never Give Up Spirit,Rannvijay Singh,Food and Beverage,Kheer in variety of flavors,https://lakheerdeli.com/,2018.0,3.0,1.0,2.0,,0.0,Middle,Pune,Maharashtra,,6.0,,,,,9.0,,,,50.0,7.5,667.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0
1,BeyondSnack,8,23,20-Dec-21,4-Feb-22,29-Dec-21,Shark Ko Impress Karne Wale Ideas,Rannvijay Singh,Food and Beverage,Kerala Banana Chips,https://www.beyondsnack.in/,2020.0,1.0,1.0,,,0.0,Middle,Thiruvananthapuram,Kerala,60.0,20.6,51.0,,,,,,,,50.0,2.5,2000.0,1,1.0,50.0,2.5,,,2000.0,2.0,,,,,,,,,,,,,,25.0,1.25,,,,,,,,,,,25.0,1.25,,Ashneer Grover,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,VivalyfInnovations,8,24,20-Dec-21,4-Feb-22,29-Dec-21,Shark Ko Impress Karne Wale Ideas,Rannvijay Singh,Medical/Health,Easy Life Prickless Diabetes Testing Machine,https://vivalyf.in/,2021.0,2.0,1.0,1.0,,0.0,Young,Hyderabad,Telangana,0.0,,,,,,,,,,56.0,7.5,747.0,1,1.0,56.0,33.33,,,168.0,2.0,,,,,,,,,,,28.0,16.66,,,,,28.0,16.66,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,MotionBreeze,8,25,20-Dec-21,4-Feb-22,29-Dec-21,Shark Ko Impress Karne Wale Ideas,Rannvijay Singh,Vehicles/Electrical Vehicles,Smart Electric Motorcycle,https://www.motionautomotive.in/,2018.0,4.0,4.0,,,0.0,Middle,Vadodara,Gujarat,0.0,,,,,,,yes,,,30.0,3.0,1000.0,1,1.0,30.0,6.0,,,500.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,6.0,,Ashneer Grover,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,Altor,9,26,20-Dec-21,4-Feb-22,30-Dec-21,Defining Innovations,Rannvijay Singh,Manufacturing,Smart Helmets,https://www.altorsmarthelmet.com/,2019.0,4.0,4.0,,,0.0,Young,Kolkata,West Bengal,,,,,,,,,,,50.0,5.0,1000.0,1,1.0,50.0,7.0,,,714.0,2.0,,,,,25.0,3.5,,,,,,,,25.0,3.5,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,Ariro,9,27,20-Dec-21,4-Feb-22,30-Dec-21,Defining Innovations,Rannvijay Singh,Manufacturing,Wooden Toys,https://arirotoys.com/,2020.0,2.0,1.0,1.0,,1.0,Young,Chennai,Tamil Nadu,300.0,25.0,50.0,,,,,,,,50.0,2.5,2000.0,1,1.0,50.0,10.0,,,500.0,2.0,,,,,,,,,,,,,,25.0,5.0,,25.0,5.0,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,KabiraHandmad,9,28,20-Dec-21,4-Feb-22,30-Dec-21,Defining Innovations,Rannvijay Singh,Food and Beverage,Healthy Edible Oils dairy products spices flour,https://www.kabirafoods.com/,1998.0,2.0,1.0,1.0,,1.0,Middle,Jaipur,Rajasthan,,160.0,3.0,1.0,,,,,,,100.0,5.0,2000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,Nuutjob,10,29,20-Dec-21,4-Feb-22,31-Dec-21,Passion About Entrepreneurship,Rannvijay Singh,Beauty/Fashion,Male Intimate Hygiene deo spray,https://nuutjob.com/,2021.0,2.0,,2.0,,0.0,Young,Ahmedabad,Gujarat,,0.002,70.0,,,,,,,,25.0,5.0,500.0,1,1.0,25.0,20.0,,,125.0,3.0,,,,,8.33,6.66,,,,,,,,8.33,6.66,,8.33,6.66,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,Meatyour,10,30,20-Dec-21,4-Feb-22,31-Dec-21,Passion About Entrepreneurship,Rannvijay Singh,Food and Beverage,Eggs,https://meatyour.com/,2020.0,3.0,3.0,,,0.0,Middle,Pune,Maharashtra,130.0,2.8,30.0,,,,,,,,30.0,5.0,600.0,1,1.0,30.0,20.0,,,150.0,3.0,yes,,,,,,,,,,10.0,6.66,,10.0,6.66,,10.0,6.66,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,EventBeep,10,31,20-Dec-21,4-Feb-22,31-Dec-21,Passion About Entrepreneurship,Rannvijay Singh,Children/Education,Student Community App EdTech,https://www.eventbeep.com/,2019.0,3.0,2.0,1.0,,0.0,Young,Pune,Maharashtra,120.0,,,,,,,,,,30.0,2.0,1500.0,1,1.0,30.0,3.0,,,1000.0,3.0,,,,,,,,,,,,,,10.0,1.0,,10.0,1.0,,,,,,,,10.0,1.0,,Ashneer Grover,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,Gopal's56,11,32,20-Dec-21,4-Feb-22,3-Jan-22,Investment Paane Ka Sapna,Rannvijay Singh,Food and Beverage,Fiber Ice Cream,https://www.gopals56.in/,2014.0,1.0,1.0,,,0.0,Middle,Delhi,Delhi,80.0,33.0,21.0,,,,,,,,30000.0,25.0,120000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,ARRCOATSurfaceTextures,11,33,20-Dec-21,4-Feb-22,3-Jan-22,Investment Paane Ka Sapna,Rannvijay Singh,Manufacturing,Wall Building Surface Textures,https://www.arrcoat.com/,2019.0,3.0,3.0,,,0.0,Middle,Delhi,Delhi,,6.0,,20.0,,,,,,,50.0,5.0,1000.0,1,1.0,50.0,15.0,,,333.0,1.0,yes,,,,,,,,,,50.0,15.0,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,Farda,11,34,20-Dec-21,4-Feb-22,3-Jan-22,Investment Paane Ka Sapna,Rannvijay Singh,Beauty/Fashion,Customised Streetwear,https://fardaclothing.com/,2021.0,2.0,1.0,1.0,,0.0,Young,Nagpur,Maharashtra,,0.32,115.0,,,,,,,,30.0,10.0,300.0,1,1.0,30.0,20.0,,,150.0,2.0,,,,,15.0,10.0,,,,,,,,15.0,10.0,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,Auli,12,35,20-Dec-21,4-Feb-22,4-Jan-22,Ek Idea Aur Uske Do Sides,Rannvijay Singh,Beauty/Fashion,Ayurvedic Products Skincare Lifestyle,https://aulilifestyle.com/,2017.0,1.0,,1.0,,0.0,Middle,Kolkata,West Bengal,250.0,16.0,80.0,10.0,,,,,,,75.0,4.0,1875.0,1,1.0,75.0,15.0,,,500.0,1.0,,,,,75.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,SweeDesi,12,36,20-Dec-21,4-Feb-22,4-Jan-22,Ek Idea Aur Uske Do Sides,Rannvijay Singh,Food and Beverage,Indian Sweets Online,https://www.sweedesi.com/,2018.0,2.0,1.0,1.0,,1.0,Middle,Pune,Maharashtra,,,,,,,,,,,40.0,3.0,1333.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,LOKA,12,37,20-Dec-21,4-Feb-22,4-Jan-22,Ek Idea Aur Uske Do Sides,Rannvijay Singh,Technology/Software,Metaverse App,https://www.lokaworld.app/,2020.0,1.0,1.0,,,0.0,Young,Delhi,Delhi,,,,,,,,,,,40.0,5.0,800.0,1,1.0,40.0,24.0,,,167.0,3.0,,,,,,,,,,,13.33,8.0,,13.33,8.0,,13.33,8.0,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,Annie,13,38,20-Dec-21,4-Feb-22,5-Jan-22,Ideas By Young Entrepreneurs,Rannvijay Singh,Children/Education,Thinkerbell labs Braille Literary Device,https://www.thinkerbelllabs.com/annie,2016.0,4.0,3.0,1.0,,1.0,Young,Bangalore,Karnataka,500.0,4.0,50.0,,,,,,,,30.0,0.5,6000.0,1,1.0,105.0,3.0,,,3500.0,3.0,,,,,35.0,1.0,,,,,35.0,1.0,,,,,35.0,1.0,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,Carragreen,13,39,20-Dec-21,4-Feb-22,5-Jan-22,Ideas By Young Entrepreneurs,Rannvijay Singh,Green/CleanTech,Eco-Friendly boxes,https://carragreen.com/,2018.0,2.0,,2.0,,0.0,Middle,Indore,Madhya Pradesh,,,,,,,,yes,,,50.0,10.0,500.0,1,1.0,50.0,20.0,,,250.0,2.0,,,,,,,,,,,25.0,10.0,,,,,25.0,10.0,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,TheYarnBazaar,13,40,20-Dec-21,4-Feb-22,5-Jan-22,Ideas By Young Entrepreneurs,Rannvijay Singh,Manufacturing,Yarn-Trading App Online Marketplace for Yarn,https://theyarnbazaar.com/,2019.0,1.0,1.0,,,0.0,Middle,Mumbai,Maharashtra,180.0,,,,,,,,,,50.0,2.0,2500.0,1,1.0,100.0,10.0,,,1000.0,4.0,,,,,,,,,,,25.0,2.5,,25.0,2.5,,25.0,2.5,,,,,,,,25.0,2.5,,Ashneer Grover,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,TheRenalProject,14,41,20-Dec-21,4-Feb-22,6-Jan-22,Naye Aur Nayab Pitchers,Rannvijay Singh,Medical/Health,Home Dialysis Treatment,https://www.therenalproject.com/,2019.0,1.0,1.0,,,0.0,Middle,Mumbai,Maharashtra,300.0,,,,,,,,,,100.0,3.0,3333.0,1,1.0,100.0,6.0,,,1667.0,2.0,,,,,50.0,3.0,,,,,,,,50.0,3.0,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,MorrikoPureFoods,14,42,20-Dec-21,4-Feb-22,6-Jan-22,Naye Aur Nayab Pitchers,Rannvijay Singh,Food and Beverage,Healthy Food Snacks Kamdhenu foods,https://morrikopurefoods.com/,2018.0,3.0,2.0,1.0,,0.0,Middle,Valsad,Gujarat,,16.0,,,,,,,,,100.0,3.0,3333.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,GoodGoodPiggy,14,43,20-Dec-21,4-Feb-22,6-Jan-22,Naye Aur Nayab Pitchers,Rannvijay Singh,Technology/Software,Digital Piggy Bank,https://goodgoodpiggy.com/,2021.0,2.0,,2.0,,0.0,Young,Delhi,Delhi,0.0,,,,,,,,,,45.0,5.0,900.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,HammerLifestyle,15,44,20-Dec-21,4-Feb-22,7-Jan-22,It's Time To Change,Rannvijay Singh,Electronics,Smart Audio Products,https://hammeronline.in/,2019.0,3.0,3.0,,,0.0,Young,Panipat,Haryana,1000.0,,,,,,14.0,,,,30.0,3.0,1000.0,1,1.0,100.0,40.0,,,250.0,1.0,,,,,,,,,,,,,,100.0,40.0,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,PNTRobotics,15,45,20-Dec-21,4-Feb-22,7-Jan-22,It's Time To Change,Rannvijay Singh,Technology/Software,Robotics and Automation Solutions,https://pntsolutions.in/,2021.0,2.0,2.0,,,0.0,Young,Mumbai,Maharashtra,,,,,,,,,,,50.0,4.0,1250.0,1,1.0,25.0,25.0,25.0,,100.0,1.0,yes,,,,,,,,,,,,,,,,25.0,25.0,25.0,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,Cocofit,15,46,20-Dec-21,4-Feb-22,7-Jan-22,It's Time To Change,Rannvijay Singh,Food and Beverage,Coconut based beverage franchise,https://www.cocofit.in/,2019.0,3.0,3.0,,,0.0,Middle,Hyderabad,Telangana,100.0,,95.0,,,,,,,,5e-05,5.0,0.0,1,1.0,5e-05,5.0,,,0.0,3.0,,,,,1.6e-05,1.666,,,,,1.6e-05,1.666,,1.6e-05,1.666,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,BambooIndia,16,47,20-Dec-21,4-Feb-22,10-Jan-22,Winning The Sharks Trust,Rannvijay Singh,Manufacturing,Bamboo Products,https://www.bambooindia.com/,2016.0,2.0,1.0,1.0,,1.0,Middle,Pune,Maharashtra,380.0,20.0,,,,,,,,,80.0,4.0,2000.0,1,1.0,50.0,3.5,30.0,,1429.0,2.0,,,,,,,,,,,25.0,1.75,15.0,,,,,,,,,,,,,25.0,1.75,15.0,Ashneer Grover,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,FlyingFur,16,48,20-Dec-21,4-Feb-22,10-Jan-22,Winning The Sharks Trust,Rannvijay Singh,Animal/Pets,Dog pets Hygiene,https://flyingfur.in/,2016.0,3.0,2.0,1.0,,0.0,Middle,Delhi,Delhi,,,,,,,,,,,75.0,7.0,1071.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,BeyondWater,16,49,20-Dec-21,4-Feb-22,10-Jan-22,Winning The Sharks Trust,Rannvijay Singh,Food and Beverage,Liquid Water Enhancer,https://drinkbeyond.co.in/,2020.0,2.0,1.0,1.0,,0.0,Young,Kolkata,West Bengal,,10.0,,,,,,,,,75.0,4.0,1875.0,1,1.0,75.0,15.0,,,500.0,2.0,,,,,37.5,7.5,,,,,,,,37.5,7.5,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,Let'sTry,16,50,20-Dec-21,4-Feb-22,10-Jan-22,Winning The Sharks Trust,Rannvijay Singh,Food and Beverage,Healthy Snacks,https://www.letstryfoods.com/,2017.0,4.0,1.0,3.0,,1.0,Middle,Delhi,Delhi,,3.0,55.0,25.0,,,50.0,,,,45.0,2.0,2250.0,1,1.0,45.0,12.0,,,375.0,2.0,,,,,,,,,,,22.5,6.0,,22.5,6.0,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,FindYourKicksIndia,17,51,20-Dec-21,4-Feb-22,11-Jan-22,A Wave Of Startups,Rannvijay Singh,Beauty/Fashion,Sneaker Resale,https://findyourkicksindia.co/,2021.0,3.0,3.0,,,0.0,Young,Ludhiana,Punjab,,3.5,,,,,,,,,50.0,10.0,500.0,1,1.0,50.0,25.0,,,200.0,5.0,,,,,10.0,5.0,,,,,10.0,5.0,,10.0,5.0,,10.0,5.0,,,,,,,,10.0,5.0,,Ashneer Grover,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,AasVidyalaya,17,52,20-Dec-21,4-Feb-22,11-Jan-22,A Wave Of Startups,Rannvijay Singh,Children/Education,EdTech App,https://www.aasvidyalaya.com/,2019.0,2.0,1.0,1.0,,1.0,Middle,Mumbai,Maharashtra,150.0,,,,,,,,,,150.0,3.0,5000.0,1,1.0,150.0,15.0,,,1000.0,3.0,,,,,50.0,5.0,,,,,,,,,,,50.0,5.0,,,,,,,,50.0,5.0,,Ashneer Grover,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
1,Outbox,17,53,20-Dec-21,4-Feb-22,11-Jan-22,A Wave Of Startups,Rannvijay Singh,Business Services,Premium Surprise-Planning,https://www.outboxsurprises.com/,2017.0,2.0,1.0,1.0,,0.0,Young,Kolkata,West Bengal,110.0,,,,,,,,,,50.0,5.0,1000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0
